ELSI Export

National Center for Education Statistics - http://nces.ed.gov/ccd/elsi/

This is a Public School based table with the following filters applied: State(s) (All Years): WEST VIRGINIA

School Name,State Name [Public School] Latest available year,School ID (7-digit) – NCES Assigned [Public School] 2024-25,School Name [Public School] 2024-25,County Name [Public School] 2024-25,Locale [Public School] 2024-25,Locale [Public School] 2023-24,Locale [Public School] 2022-23,Locale [Public School] 2021-22,Locale [Public School] 2020-21,Locale [Public School] 2019-20,Locale [Public School] 2018-19,Locale [Public School] 2017-18,Locale [Public School] 2016-17,Locale [Public School] 2015-16,Locale [Public School] 2014-15,Total Students All Grades (Excludes AE) [Public School] 2024-25,Total Students All Grades (Excludes AE) [Public School] 2023-24,Total Students All Grades (Excludes AE) [Public School] 2022-23,Total Students All Grades (Excludes AE) [Public School] 2021-22,Total Students All Grades (Excludes AE) [Public School] 2020-21,Total Students All Grades (Excludes AE) [Public School] 2019-20,Total Students All Grades (Excludes AE) [Public School] 2018-19,Total Students All Grades (Excludes AE) [Public School] 2017-18,Total Students All Grades (Excludes AE) [Public School] 2016-17,Total Students All Grades (Excludes AE) [Public School] 2015-16,Total Students All Grades (Excludes AE) [Public School] 2014-15,Free Lunch Eligible [Public School] 2024-25,Free Lunch Eligible [Public School] 2023-24,Free Lunch Eligible [Public School] 2022-23,Free Lunch Eligible [Public School] 2021-22,Free Lunch Eligible [Public School] 2020-21,Free Lunch Eligible [Public School] 2019-20,Free Lunch Eligible [Public School] 2018-19,Free Lunch Eligible [Public School] 2017-18,Free Lunch Eligible [Public School] 2016-17,Free Lunch Eligible [Public School] 2015-16,Free Lunch Eligible [Public School] 2014-15,Reduced-price Lunch Eligible Students [Public School] 2024-25,Reduced-price Lunch Eligible Students [Public School] 2023-24,Reduced-price Lunch Eligible Students [Public School] 2022-23,Reduced-price Lunch Eligible Students [Public School] 2021-22,Reduced-price Lunch Eligible Students [Public School] 2020-21,Reduced-price Lunch Eligible Students [Public School] 2019-20,Reduced-price Lunch Eligible Students [Public School] 2018-19,Reduced-price Lunch Eligible Students [Public School] 2017-18,Reduced-price Lunch Eligible Students [Public School] 2016-17,Reduced-price Lunch Eligible Students [Public School] 2015-16,Reduced-price Lunch Eligible Students [Public School] 2014-15,Free and Reduced Lunch Students [Public School] 2024-25,Free and Reduced Lunch Students [Public School] 2023-24,Free and Reduced Lunch Students [Public School] 2022-23,Free and Reduced Lunch Students [Public School] 2021-22,Free and Reduced Lunch Students [Public School] 2020-21,Free and Reduced Lunch Students [Public School] 2019-20,Free and Reduced Lunch Students [Public School] 2018-19,Free and Reduced Lunch Students [Public School] 2017-18,Free and Reduced Lunch Students [Public School] 2016-17,Free and Reduced Lunch Students [Public School] 2015-16,Free and Reduced Lunch Students [Public School] 2014-15
TUSCARORA ELEMENTARY SCHOOL,West Virginia,5400032,Tuscarora Elementary School,Berkeley County,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,338,346,409,318,303,348,350,371,357,362,341,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,205,235,235,221,223,192,162
TYGARTS VALLEY MIDDLE/HIGH SCHOOL,West Virginia,5401011,Tygarts Valley Middle/High School,Randolph County,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,396,401,420,423,456,452,481,493,480,457,448,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,199,216,216,285,196,194,161
TYLER CONSOLIDATED HIGH SCHOOL,West Virginia,5400671,Tyler Consolidated High School,Tyler County,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,368,369,378,367,339,351,348,381,416,422,413,–,–,–,–,–,–,–,–,161,160,133,–,–,–,–,–,–,–,–,31,44,45,–,–,–,–,122,149,149,189,192,204,178
TYLER CONSOLIDATED MIDDLE SCHOOL,West Virginia,5400667,Tyler Consolidated Middle School,Tyler County,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,311,266,265,273,292,282,280,273,270,278,280,–,–,–,–,–,–,–,–,–,135,134,–,–,–,–,–,–,–,–,–,25,22,–,–,–,–,126,105,105,159,103,160,156
UNION EDUCATIONAL COMPLEX,West Virginia,5400687,Union Educational Complex,Grant County,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,188,193,186,189,189,164,191,197,205,219,231,–,–,–,–,–,–,–,–,–,–,99,–,–,–,–,–,–,–,–,–,–,27,–,–,–,–,97,106,106,107,71,84,126
UNION ELEMENTARY SCHOOL,West Virginia,5401432,Union Elementary School,Upshur County,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,242,258,264,272,302,324,306,308,306,301,319,–,–,–,–,–,–,–,–,–,–,152,–,–,–,–,–,–,–,–,–,–,12,–,–,–,–,158,158,158,157,133,132,164
UNITED HIGH SCHOOL,WEST VIRGINIA,5401544,United High School,Harrison County,41-Rural: Fringe,41-Rural: Fringe,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,†,†,148,164,119,89,91,110,177,112,91,†,†,–,–,–,–,–,–,–,–,42,†,†,–,–,–,–,–,–,–,–,2,†,†,–,–,–,–,62,76,76,53,44,†,†
UNITED TECHNICAL CENTER,West Virginia,5401389,United Technical Center,Harrison County,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,†,†,†,–,–,0,–,–,0,0,1,†,†,†,–,–,–,–,–,–,†,–,†,†,†,–,–,–,–,–,–,†,–,†,†,†,–,7,10,10,10,–,†,–
UNIVERSITY HIGH SCHOOL,West Virginia,5400803,University High School,Monongalia County,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,1371,1374,1362,1378,1336,1310,1307,1258,1224,1264,1218,–,–,–,–,–,–,–,–,289,314,271,–,–,–,–,–,–,–,–,54,46,54,–,–,–,–,428,421,421,420,343,360,325
VALLEY ELEMENTARY,West Virginia,†,†,†,†,†,†,†,†,†,†,†,†,42-Rural: Distant,42-Rural: Distant,†,†,†,†,†,†,†,†,†,536,519,†,†,†,†,†,†,†,†,†,–,–,†,†,†,†,†,†,†,†,†,–,–,†,†,†,†,†,†,†,†,†,239,196
VALLEY ELEMENTARY,West Virginia,†,†,†,†,†,†,†,†,31-Town: Fringe,31-Town: Fringe,31-Town: Fringe,31-Town: Fringe,31-Town: Fringe,31-Town: Fringe,†,†,†,†,†,0,322,380,344,333,364,†,†,†,†,†,–,–,–,–,–,–,†,†,†,†,†,–,–,–,–,–,–,†,†,†,†,†,196,196,258,158,185,171
VALLEY HEAD ELEMENTARY SCHOOL,West Virginia,†,†,†,†,†,†,†,†,†,†,†,43-Rural: Remote,43-Rural: Remote,43-Rural: Remote,†,†,†,†,†,†,†,†,26,32,36,†,†,†,†,†,†,†,†,–,–,–,†,†,†,†,†,†,†,†,–,–,–,†,†,†,†,†,†,†,†,13,24,23
VALLEY HIGH SCHOOL,West Virginia,5401132,Valley High School,Wetzel County,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,124,139,139,152,150,145,146,150,155,177,187,–,–,–,–,–,–,–,–,–,–,62,–,–,–,–,–,–,–,–,–,–,15,–,–,–,–,67,73,73,62,51,65,77
VALLEY HIGH SCHOOL,West Virginia,†,†,†,†,†,†,†,†,31-Town: Fringe,31-Town: Fringe,31-Town: Fringe,31-Town: Fringe,31-Town: Fringe,31-Town: Fringe,†,†,†,†,†,0,420,470,511,555,550,†,†,†,†,†,–,–,–,–,–,–,†,†,†,†,†,–,–,–,–,–,–,†,†,†,†,†,221,221,273,179,248,205
VALLEY PK-8,WEST VIRGINIA,5401596,Valley PK-8,Fayette County,42-Rural: Distant,42-Rural: Distant,31-Town: Fringe,31-Town: Fringe,31-Town: Fringe,31-Town: Fringe,31-Town: Fringe,†,†,†,†,545,527,530,514,457,520,†,†,†,†,†,–,–,–,–,–,–,†,†,†,†,†,–,–,–,–,–,–,†,†,†,†,†,–,–,–,–,277,–,†,†,†,†,†
VALLEY VIEW ELEMENTARY SCHOOL,West Virginia,5400033,Valley View Elementary School,Berkeley County,22-Suburb: Mid-size,22-Suburb: Mid-size,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,429,433,403,401,361,394,406,417,390,393,409,–,–,–,–,–,–,–,–,166,178,184,–,–,–,–,–,–,–,–,30,31,38,–,–,–,–,170,229,229,232,196,209,222
VAN DEVENDER MIDDLE SCHOOL,West Virginia,5401180,Van Devender Middle School,Wood County,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,244,286,311,323,361,385,370,415,386,385,362,–,–,–,–,–,–,–,–,–,288,267,–,–,–,–,–,–,–,–,–,17,11,–,–,–,–,286,272,272,319,252,305,278
VAN ELEMENTARY,West Virginia,5400054,Van Elementary,Boone County,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,146,152,155,147,134,174,169,168,185,107,105,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,95,111,104,110,101,62,51
VAN JUNIOR/SENIOR HIGH SCHOOL,West Virginia,5400055,Van Junior/Senior High School,Boone County,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,157,152,177,194,205,200,225,235,240,224,241,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,102,105,105,154,109,110,102
VERDUNVILLE ELEMENTARY SCHOOL,West Virginia,5400536,Verdunville Elementary School,Logan County,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,110,110,120,119,112,118,131,138,140,152,138,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,78,93,93,83,85,91,76
VICKI DOUGLAS JUVENILE CENTER,West Virginia,†,†,†,†,†,†,†,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,†,†,†,†,9,0,†,–,18,14,27,†,†,†,†,–,–,–,–,12,11,24,†,†,†,†,–,–,–,–,0,0,0,†,†,†,†,3,6,6,–,12,11,24
VICTORY ELEMENTARY SCHOOL,WEST VIRGINIA,5401608,Victory Elementary School,Harrison County,32-Town: Distant,32-Town: Distant,32-Town: Distant,†,†,†,†,†,†,†,†,320,359,389,†,†,†,†,†,†,†,†,–,–,–,†,†,†,†,†,†,†,†,–,–,–,†,†,†,†,†,†,†,†,–,–,–,†,†,†,†,†,†,†,†
VIENNA ELEMENTARY SCHOOL,West Virginia,5401181,Vienna Elementary School,Wood County,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,288,291,281,284,290,324,303,300,290,301,316,–,–,–,–,–,–,–,–,94,122,92,–,–,–,–,–,–,–,–,14,19,37,–,–,–,–,121,125,125,135,108,141,129
VILLAGE OF BARBOURSVILLE ELEMENTARY SCH,West Virginia,5401049,Village Of Barboursville Elementary Sch,Cabell County,22-Suburb: Mid-size,22-Suburb: Mid-size,22-Suburb: Mid-size,22-Suburb: Mid-size,22-Suburb: Mid-size,22-Suburb: Mid-size,22-Suburb: Mid-size,22-Suburb: Mid-size,22-Suburb: Mid-size,22-Suburb: Mid-size,22-Suburb: Mid-size,565,614,562,657,640,704,687,683,710,719,740,–,–,–,–,–,–,–,–,–,298,282,–,–,–,–,–,–,–,–,–,60,80,–,–,–,–,250,274,274,344,223,358,362
VINSON MIDDLE SCHOOL,West Virginia,5401114,Vinson Middle School,Wayne County,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,164,179,197,234,241,227,196,223,240,239,247,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,108,73,73,111,62,77,78
VIRTUAL PREPARATORY ACADEMY OF WEST VIRGINIA,WEST VIRGINIA,5401605,Virtual Preparatory Academy of West Virginia,Jefferson County,31-Town: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,†,†,†,†,†,†,†,1148,667,217,†,†,†,†,†,†,†,†,–,–,–,†,†,†,†,†,†,†,†,–,–,–,†,†,†,†,†,†,†,†,–,–,–,†,†,†,†,†,†,†,†
VOLGA CENTURY ELEMENTARY,West Virginia,†,†,†,†,†,†,†,†,†,†,†,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,†,†,†,†,†,†,†,†,36,37,27,†,†,†,†,†,†,†,†,–,–,–,†,†,†,†,†,†,†,†,–,–,–,†,†,†,†,†,†,†,†,14,14,6
WAHAMA JUNIOR/SENIOR HIGH SCHOOL,West Virginia,5400630,Wahama Junior/Senior High School,Mason County,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,397,369,387,404,378,356,368,391,353,366,388,–,–,–,–,–,–,–,–,–,162,138,–,–,–,–,–,–,–,–,–,16,24,–,–,–,–,155,148,148,176,176,178,162
WALTON ELEMENTARY/MIDDLE SCHOOL,West Virginia,5401033,Walton Elementary/Middle School,Roane County,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,228,234,241,237,258,279,321,339,337,350,358,–,–,–,–,–,–,–,–,–,200,187,–,–,–,–,–,–,–,–,–,20,38,–,–,–,–,124,166,166,217,139,220,225
WARM SPRINGS INTERMEDIATE SCHOOL,West Virginia,5401141,Warm Springs Intermediate School,Morgan County,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,345,352,357,380,366,382,374,401,387,393,362,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,166,184,184,236,162,176,144
WARM SPRINGS MIDDLE SCHOOL,West Virginia,5400909,Warm Springs Middle School,Morgan County,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,425,440,480,466,456,443,492,487,480,465,495,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,214,222,222,288,188,200,184
WARWOOD ELEMENTARY SCHOOL,WEST VIRGINIA,5401621,Warwood Elementary School,Ohio County,41-Rural: Fringe,41-Rural: Fringe,†,†,†,†,†,†,†,†,†,304,†,†,†,†,†,†,†,†,†,†,–,†,†,†,†,†,†,†,†,†,†,–,†,†,†,†,†,†,†,†,†,†,–,†,†,†,†,†,†,†,†,†,†
WARWOOD MIDDLE SCHOOL,WEST VIRGINIA,5401622,Warwood Middle School,Ohio County,41-Rural: Fringe,41-Rural: Fringe,†,†,†,†,†,†,†,†,†,183,†,†,†,†,†,†,†,†,†,†,–,†,†,†,†,†,†,†,†,†,†,–,†,†,†,†,†,†,†,†,†,†,–,†,†,†,†,†,†,†,†,†,†
WARWOOD SCHOOL,West Virginia,†,†,†,†,41-Rural: Fringe,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,†,497,516,548,525,531,562,572,577,575,544,†,–,–,–,–,–,–,–,–,–,–,†,–,–,–,–,–,–,–,–,–,–,†,–,–,–,235,246,246,243,186,221,167
WASHINGTON DISTRICT ELEMENTARY,West Virginia,5401320,Washington District Elementary,Upshur County,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,42-Rural: Distant,113,121,117,119,120,120,132,122,144,149,156,–,–,–,–,–,–,–,–,–,–,81,–,–,–,–,–,–,–,–,–,–,17,–,–,–,–,60,70,70,77,67,71,98
WASHINGTON HIGH SCHOOL,West Virginia,5401464,Washington High School,Jefferson County,31-Town: Fringe,31-Town: Fringe,31-Town: Fringe,31-Town: Fringe,31-Town: Fringe,31-Town: Fringe,31-Town: Fringe,31-Town: Fringe,31-Town: Fringe,31-Town: Fringe,31-Town: Fringe,1458,1384,1328,1344,1334,1309,1304,1261,1202,1172,1180,–,–,–,–,–,–,–,–,307,357,334,–,–,–,–,–,–,–,–,53,56,66,–,–,–,–,459,540,540,488,360,413,400
WASHINGTON IRVING MIDDLE SCHOOL,West Virginia,5400605,Washington Irving Middle School,Harrison County,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,533,541,540,547,538,573,529,588,577,569,567,–,–,–,–,–,–,–,–,–,–,290,–,–,–,–,–,–,–,–,–,–,39,–,–,–,–,296,278,278,341,212,247,329
WASHINGTON LANDS ELEMENTARY SCHOOL,West Virginia,5400607,Washington Lands Elementary School,Marshall County,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,218,238,279,289,285,328,335,331,331,332,359,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,116,137,137,192,112,148,134
WATSON ELEMENTARY SCHOOL,West Virginia,5400579,Watson Elementary School,Marion County,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,32-Town: Distant,383,376,415,357,394,445,405,466,436,407,414,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,237,262,262,326,265,247,236
WATTS ELEMENTARY SCHOOL,West Virginia,†,†,†,†,†,†,†,†,†,†,†,†,†,13-City: Small,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†
WAVERLY ELEMENTARY SCHOOL,West Virginia,†,†,†,†,†,†,†,†,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,†,†,†,†,†,129,132,133,130,145,136,†,†,†,†,†,–,–,–,–,90,72,†,†,†,†,†,–,–,–,–,11,4,†,†,†,†,†,70,70,74,64,101,76
WAYNE ELEMENTARY SCHOOL,West Virginia,5401111,Wayne Elementary School,Wayne County,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,444,455,467,478,470,502,544,565,606,635,627,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,266,292,292,357,289,320,285
WAYNE HIGH SCHOOL,West Virginia,5401112,Wayne High School,Wayne County,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,525,575,611,606,579,595,633,665,699,715,716,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,275,298,298,359,246,307,276
WAYNE MIDDLE SCHOOL,West Virginia,5401113,Wayne Middle School,Wayne County,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,344,370,371,387,445,480,469,463,470,509,544,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,221,259,259,301,214,247,224
WEBERWOOD ELEMENTARY SCHOOL,West Virginia,5400464,Weberwood Elementary School,Kanawha County,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,247,257,261,261,250,251,249,238,265,247,273,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,61,69,69,53,74,60,83
WEBSTER COUNTY HIGH SCHOOL,West Virginia,5401118,Webster County High School,Webster County,43-Rural: Remote,43-Rural: Remote,43-Rural: Remote,43-Rural: Remote,43-Rural: Remote,43-Rural: Remote,43-Rural: Remote,43-Rural: Remote,43-Rural: Remote,43-Rural: Remote,43-Rural: Remote,489,520,526,553,529,536,556,580,584,593,598,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,335,346,346,376,340,288,244
WEBSTER SPRINGS ELEMENTARY SCHOOL,West Virginia,5401119,Webster Springs Elementary School,Webster County,43-Rural: Remote,43-Rural: Remote,43-Rural: Remote,43-Rural: Remote,43-Rural: Remote,43-Rural: Remote,43-Rural: Remote,43-Rural: Remote,43-Rural: Remote,43-Rural: Remote,43-Rural: Remote,195,208,235,236,238,281,299,310,320,326,312,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,165,212,212,209,216,206,176
WEIR HIGH SCHOOL,West Virginia,5400269,Weir High School,Hancock County,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,583,570,601,607,651,659,647,655,635,628,621,–,–,–,–,–,–,–,–,217,242,214,–,–,–,–,–,–,–,–,38,40,50,–,–,–,–,243,219,219,279,255,282,264
WEIR MIDDLE SCHOOL,West Virginia,5401501,Weir Middle School,Hancock County,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,493,538,565,602,625,649,652,650,665,681,665,–,–,–,–,–,–,–,–,329,313,296,–,–,–,–,–,–,–,–,51,39,40,–,–,–,–,269,285,285,362,380,352,336
WEIRTON ELEMENTARY,WEST VIRGINIA,5401513,Weirton Elementary,Hancock County,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,13-City: Small,802,773,793,818,843,909,940,979,940,977,999,–,–,–,–,–,–,–,–,476,542,500,–,–,–,–,–,–,–,–,64,64,69,–,–,–,–,444,535,535,635,540,606,569
WEIRTON HEIGHTS ELEMENTARY SCHOOL,West Virginia,†,†,†,†,†,†,†,†,†,†,†,†,13-City: Small,13-City: Small,†,†,†,†,†,†,†,†,†,0,0,†,†,†,†,†,†,†,†,†,†,0,†,†,†,†,†,†,†,†,†,†,0,†,†,†,†,†,†,†,†,†,†,0
WELCH ELEMENTARY SCHOOL,West Virginia,5400669,Welch Elementary School,McDowell County,42-Rural: Distant,42-Rural: Distant,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,41-Rural: Fringe,189,216,220,231,233,267,311,292,292,324,329,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,144,213,213,255,160,207,178
WELLSBURG MIDDLE SCHOOL,West Virginia,†,†,†,†,†,†,†,†,†,†,23-Suburb: Small,23-Suburb: Small,23-Suburb: Small,23-Suburb: Small,†,†,†,†,†,†,†,408,423,426,396,†,†,†,†,†,†,†,–,–,–,–,†,†,†,†,†,†,†,–,–,–,–,†,†,†,†,†,†,†,191,127,170,129
